"spo","w_1_rpomAlone","w_2_rpomAlone","w_3_rpomAlone","w_4_rpomAlone","w_1_vib","w_2_vib","w_3_vib","w_4_vib","w_1_mari","w_2_mari","w_3_mari","w_4_mari","w_1_CC","w_2_CC","w_3_CC","w_4_CC"
"SPO3588",1,1,1,1.1,1.1,0.89,1.1,1,0.96,0.94,1,1.1,0.86,0.99,0.96,1.1
"SPO3589",0.84,0.9,0.96,0.97,0.6,0.82,0.87,0.91,0.87,0.83,0.83,0.9,0.97,0.95,0.99,0.9
"SPO3590",0.9,0.95,0.87,0.97,0.96,0.92,0.93,0.91,0.87,0.87,1,0.8,0.85,0.87,1,0.89
"SPO3591",1,1.1,0.92,1,0.95,1,0.91,1,0.95,0.97,0.92,0.97,0.9,0.96,0.92,0.98
"SPO3592",1,0.89,0.88,1,1.1,0.97,0.93,1,0.99,0.98,0.97,0.93,1.1,0.95,0.94,0.88
"SPO3593",0.98,1,0.97,1,0.96,1,0.98,1,0.98,1,0.98,1,1,1,1,1
"SPO3594",0.79,0.47,0.88,0.65,1,0.91,0.94,0.98,0.82,0.64,0.73,0.74,0.89,0.91,1.1,0.83
"SPO3595",0.94,0.97,0.97,0.98,0.92,0.96,1,0.99,1,0.98,1,1,0.92,0.96,1,0.98
"SPO3596",1.1,0.92,0.93,0.98,1.1,0.96,0.84,0.93,1,0.98,0.94,0.93,1,0.92,0.93,0.91
"SPO3597",1,1,1,1,1,1,0.98,1,0.94,0.97,0.96,0.95,1,0.97,0.93,1
"SPO3598",NA,1.8,0.89,0.7,NA,NA,0.94,0.64,NA,1.7,1.1,1,NA,NA,0.92,0.74
"SPO3599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3600",1,1,0.95,0.97,1,0.96,1,1,1,0.97,1,0.92,1,1,0.98,1.1
"SPO3601",0.98,0.88,0.87,1.1,0.92,1,1,1.1,0.86,1,0.99,1,0.88,1.1,0.98,1.1
"SPO3602",0.91,0.86,0.99,0.92,1.1,0.86,1,0.97,1,0.93,1,1,1,0.85,0.97,0.97
"SPO3603",1.1,1.1,0.92,1,1,1,0.96,0.99,1,1,0.94,1,1,0.93,0.99,0.97
"SPO3604",0.8,0.82,0.87,0.92,0.98,0.95,0.96,0.98,0.95,0.89,0.87,0.96,0.96,1,0.99,1.1
"SPO3605",0.97,0.94,1,1,0.96,0.91,1,0.95,0.99,0.96,0.96,1,1,0.99,1,1
"SPO3606",0.63,0.88,1.1,0.9,0.8,0.91,1.1,0.95,0.77,0.93,0.94,0.88,0.92,0.98,1,1.1
"SPO3607",1.1,1,1,0.99,1,1.1,1,0.99,1,1,1,1,1.1,1.1,1,1.1
"SPO3608",1,0.9,0.94,0.84,1.1,0.94,0.93,0.91,1,0.92,0.9,0.8,1,0.96,0.91,0.92
"SPO3609",1.1,1.1,0.94,0.95,1.2,1.3,0.66,0.88,1.1,1.1,0.97,0.89,1.1,1.3,1.1,1.2
"SPO3610",1.1,1,1,0.96,1.1,1.1,1.1,1,1,1,0.97,1,0.98,1.1,1,1
"SPO3611",0.99,1.1,0.97,1.1,0.98,1.1,1,0.99,0.95,1,1,0.98,0.94,0.99,0.98,1.1
"SPO3612",0.98,1.1,0.89,0.92,1,1,0.97,1,0.98,1,1,1.1,1,0.98,0.99,0.89
"SPO3613",1.1,1.1,1.1,0.98,1,0.98,1.1,1,1.1,1,1.1,1,1.1,1,1,1
"SPO3614",1.3,1,1,0.96,1.2,0.89,0.96,0.82,1.1,0.88,0.97,0.98,1.1,0.95,0.96,0.93
"SPO3615",1,1,0.95,0.95,0.99,1,0.91,0.95,0.99,1,0.91,1,1,1,0.91,0.92
"SPO3616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3617",1.2,1,1,1,1.1,1.1,0.99,1,1.1,1.1,1,1,1.1,1,0.97,1
"SPO3618",1,1.1,0.94,1.1,0.98,0.96,0.96,0.95,1,1,0.91,0.99,1.1,1,0.88,0.96
"SPO3619",1.1,0.97,1,0.99,1,1,0.99,0.94,1,1,1,0.99,1,0.98,0.98,0.99
"SPO3620",1.1,1.1,1,1.1,0.98,1,1.1,1,1,1.1,1,0.98,1,0.96,1,1
"SPO3621",NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"SPO3622",0.97,0.95,0.85,1,0.94,0.96,1,0.99,0.96,0.88,0.89,0.83,0.86,0.88,0.94,0.72
"SPO3623",1,1,1,1,0.89,0.86,0.98,0.98,1.1,1,1,0.99,0.96,1,1,0.96
"SPO3625",1.1,1.1,0.98,1.2,1,1.1,1,1,1.1,1.1,0.94,1.1,1.1,1.1,0.96,1.1
"SPO3626",1,0.94,1.1,0.39,0.88,0.27,0,1,0,0,0.57,0.87,0.82,0.86,0.66,1.1
"SPO3627",1.1,1.1,0.98,1,1,1,0.99,1,0.94,1.1,0.99,1,1,1.1,0.98,1.1
"SPO3628",1.1,1,1,0.97,1,1,0.95,1,1,1,1,1,1,1,1.1,0.98
"SPO3629",1.1,1.1,0.99,1.1,0.91,0.98,1.1,0.92,1.1,1.1,1,0.97,1,1.1,0.97,1.1
"SPO3630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3631",1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1.1
"SPO3632",1,1.1,0.98,0.97,1,1,1.1,1,1.1,1.1,1,1,1,0.92,1.1,1.1
"SPO3633",0.73,0.64,0.7,0.67,0.87,1,0.81,0.93,0.76,0.84,0.71,0.88,0.8,0.93,0.74,0.94
"SPO3634",0.63,0.76,0.59,0.71,0.86,0.94,0.47,0.93,0.84,0.75,0.59,0.91,0.8,0.79,0.82,0.9
"SPO3635",0.69,1.1,0.72,1.2,0.85,1.2,0.85,0,0,1.1,0,0.9,0,1.2,0,0
"SPO3636",0.99,0.96,0.95,0.9,0.97,0.99,1,0.98,0.96,0.95,0.98,0.99,1,0.95,0.98,0.96
"SPO3637",0.96,0.96,0.83,0.84,1.1,0.87,0.78,0.85,1.1,0.96,0.86,0.94,1.1,0.98,0.9,0.98
"SPO3638",NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3639",0,0.91,0.69,0,0.85,0.44,1,0,0.78,0.89,0.61,0.26,0,0,0,0.69
"SPO3640",0,0.93,0.99,0.53,0,0.9,0.7,0.74,0.59,1.1,0.59,0.93,0,0.55,0.8,0.54
"SPO3641",0.97,1,1,0.99,0.99,0.95,0.98,1,0.95,0.99,1,1.1,0.98,1,1,1.1
"SPO3642",0.99,1.1,0.9,0.95,1,1.1,0.83,0.94,0.91,1,0.88,0.95,1,0.92,0.93,0.95
"SPO3643",1,0.95,0.98,0.88,1,0.92,0.94,0.97,1.1,0.99,0.98,0.95,1,0.9,0.96,0.91
"SPO3644",1.1,1,0.94,0.88,0.95,1,0.98,0.97,0.93,0.96,0.96,0.96,0.91,0.84,0.96,1
"SPO3645",0.82,0.95,0.93,0.99,0.93,0.95,0.84,0.91,0.79,1,0.91,0.92,0.89,1,0.85,0.94
"SPO3646",0.98,0.88,0.94,0.95,0.87,0.94,0.91,0.94,0.9,0.9,0.87,0.93,0.98,0.89,0.89,0.94
"SPO3647",1,1,1.1,1.1,0.96,1,0.97,0.99,0.95,1,1,1,1,0.94,1,0.94
"SPO3648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3650",1,0.97,0.97,1,0.97,1,0.97,1,1,1,0.95,0.98,1,0.98,0.91,0.98
"SPO3651",0.89,0.97,0.98,0.95,0.89,0.97,0.98,1,0.9,1,0.99,0.98,0.98,0.8,0.94,0.94
"SPO3652",1.1,1,1.1,1,0.99,0.98,1.1,0.98,1,1,1.1,1,1.1,1,1,0.91
"SPO3653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3655",1.1,1,1.1,1,1,0.95,1,0.97,1,0.91,1,0.98,1,0.9,1,0.95
"SPO3656",0.92,0.82,0.86,0.95,0.85,0.94,0.92,1,0.99,0.88,0.89,0.97,0.98,1,0.85,1
"SPO3657",1,0.93,0.9,0.96,1,0.99,0.86,0.91,1.1,0.96,0.88,0.95,1,0.93,0.93,0.99
"SPO3658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3659",0.4,0.34,0.56,0.75,0.45,0.54,0.61,0.71,0.58,0.69,0.49,0.73,0.49,0.67,0.51,0.79
"SPO3660",1,0.88,0.92,0.75,0.77,0.89,0.74,0.82,0.76,0.94,0.74,0.76,0.81,0.8,0.74,0.79
"SPO3661",0.94,0.91,0.88,0.94,0.8,0.84,0.79,0.69,0.75,0.83,0.72,0.82,0.82,0.73,0.7,0.75
"SPO3662",0.85,0.76,0.88,0.97,0.95,0.97,1,0.82,0.84,0.83,0.88,0.67,0.81,0.83,0.84,0.91
"SPO3663",0.94,0.88,0.96,0.95,1,0.96,0.96,0.98,0.95,0.89,0.96,0.93,0.94,0.9,0.94,0.93
"SPO3664",0.92,0.92,0.97,0.9,0.97,0.98,0.99,0.9,0.97,0.95,1,0.94,0.95,0.98,1,0.98
"SPO3665",0.91,1,0.98,1,0.98,1.1,1,1,0.96,1,0.99,0.93,0.97,1.1,0.99,0.99
"SPO3666",1.1,0.97,1,1,1,1,1.1,0.96,1,0.95,1,0.97,0.97,0.98,1,1
"SPO3667",1,0.89,0.92,0.85,0.95,0.97,0.94,0.97,0.92,0.96,0.96,0.96,0.93,0.95,0.95,0.93
"SPO3668",1.1,0.97,0.93,0.93,1,0.94,0.95,0.99,0.99,0.97,0.98,0.97,1.1,0.97,0.9,0.97
"SPO3671",0.97,1,1,0.99,1,0.99,0.99,1,0.96,0.99,1,1,0.98,0.99,0.98,1
"SPO3672",1,0.97,1,1,1,0.97,1,1,1,0.98,1,1,1,0.99,0.99,1
"SPO3673",1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,1.1,1.1,1.1,1,1.1,1.1,1.1
"SPO3673a",1,1.1,1.1,1.1,1.1,1,1.1,1.1,1.1,1,1.1,1,1.1,1,1,1
"SPO3674",0.87,0.92,0.9,0.96,0.97,0.94,0.97,0.92,0.93,0.97,0.95,0.96,0.98,0.97,0.9,0.92
"SPO3675",1.1,0.95,0.99,0.99,0.98,0.94,0.96,0.93,0.96,0.98,1,0.99,1,1,0.99,0.95
"SPO3676",0.91,0.95,0.95,1,0.98,0.94,0.98,0.98,0.95,0.93,0.97,0.97,0.92,0.89,0.95,0.99
"SPO3677",0.96,0.96,0.95,0.98,0.98,0.97,0.99,1,0.98,0.96,0.96,0.97,0.93,0.93,0.97,0.99
"SPO3678",0.98,1,0.98,0.98,0.96,0.98,0.97,1,1,1,1,0.97,0.96,0.99,0.97,1
"SPO3679",1,1,1,0.98,1,1,0.97,0.98,1.1,1,1,0.97,0.96,1,1.1,1
"SPO3680",0.94,0.95,1,1.1,1,0.98,1,1.1,0.94,1,1,1.1,0.91,0.93,1,1.1
"SPO3681",0.95,0.96,0.97,0.98,0.95,0.97,0.95,0.92,0.98,0.93,0.97,0.99,0.96,0.96,0.93,0.97
"SPO3682",1,0.95,1,0.98,0.99,0.92,0.96,1,1,0.95,1,0.99,1,0.95,0.96,0.98
"SPO3684",0.89,0.87,0.9,0.88,0.91,0.96,0.96,0.97,0.9,0.87,0.91,0.87,0.94,1,0.99,0.99
"SPO3685",1,1,1,0.96,1,1,1,1.1,1,1,1,1,1.1,1,1,1
"SPO3686",0.99,1,0.97,1,0.99,1,1,1,0.99,1.1,1,1.1,1,1.1,1,0.99
"SPO3687",1,1,0.97,0.95,0.98,0.98,0.95,0.98,0.99,1,0.97,0.96,1,0.98,0.97,0.95
"SPO3688",0.89,0.99,0.97,0.97,0.96,0.98,0.99,0.95,0.96,0.96,0.96,0.97,0.95,0.98,0.98,0.96
"SPO3689",0.94,0.89,0.92,0.82,0.95,0.87,0.93,0.91,0.93,0.92,0.96,0.9,0.86,0.89,0.9,0.91
"SPO3690",1,0.96,1,0.97,0.97,0.9,1,1,1,0.91,1,1,1,0.93,0.96,0.99
"SPO3691",0.95,0.96,0.92,1,0.94,0.84,0.85,0.91,0.98,0.98,0.96,1,0.86,0.83,0.91,0.99
"SPO3692",1,1,1,0.99,1,1,0.99,0.96,1,1,1,1,1,1,1,0.99
"SPO3693",0.98,1,1,0.98,1,1,1,1,1,1.1,1,0.99,1,1,1,1.1
"SPO3694",1.1,1.2,0.99,1,0.97,1.2,0.94,0.98,1.1,1.1,1,1,1,1.1,1,0.98
"SPO3695",1,1,1,1,1,1,1,1,0.96,0.98,1,1,1,0.95,1,0.98
"SPO3696",0.97,0.96,0.93,0.95,0.93,0.96,0.91,1,1,0.98,0.97,1,0.97,0.87,0.93,0.91
"SPO3697",0.99,0.99,0.95,1,0.92,0.96,0.93,0.93,0.97,0.98,0.98,1,0.98,0.92,1,0.96
"SPO3698",1.1,1,0.97,1,1.1,0.9,0.98,0.97,1,1,1,0.99,1.1,0.93,0.99,1
"SPO3699",1,0.99,0.94,0.99,1.1,1.1,0.84,0.94,0.91,0.94,0.96,0.98,0.93,1,0.98,1
"SPO3700",0.91,0.96,1,0.93,0.96,0.96,1,0.92,0.96,0.98,1,0.99,0.94,0.94,1,0.99
"SPO3701",0.94,1,0.93,0.97,0.99,1,0.92,0.94,0.97,0.96,0.97,0.99,0.93,1,0.94,0.96
"SPO3702",1.1,1,0.93,1,0.97,1,1.1,1,0.99,1,0.95,0.97,1,1.1,0.97,1.1
"SPO3703",1,0.91,0.94,0.93,0.94,0.93,0.9,0.99,0.97,0.93,0.9,0.94,0.99,0.91,0.91,0.93
"SPO3704",1.1,1.1,0.98,1,1,1,0.97,0.96,0.96,1,0.97,0.94,1,1,1,1
"SPO3705",0.96,0.9,0.96,0.97,1,0.91,0.97,0.97,1,0.91,0.95,0.95,0.98,0.96,0.94,0.98
"SPO3706",0.84,0.87,0.92,1,0.75,0.96,0.86,0.95,0.93,0.95,0.84,0.94,0.79,0.91,0.92,0.87
"SPO3707",0.91,0.97,0.93,0.92,0.96,0.95,0.87,0.97,0.93,0.97,0.98,1,0.89,0.99,0.95,1
"SPO3708",1,1,0.91,1,0.97,0.92,0.97,1,0.98,1,0.98,0.97,1.1,1,1,1
"SPO3709",0.89,0.91,0.95,1,0.94,0.95,0.93,1,1,0.94,0.97,1,1,0.95,0.97,1
"SPO3710",1,0.99,0.98,0.98,1,0.97,0.96,0.99,1,0.99,0.98,1,1,1,0.96,1
"SPO3711",0.94,0.86,0.94,0.94,0.97,0.9,0.98,0.93,0.96,0.92,1,0.93,1,0.92,0.98,0.95
"SPO3712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3713",1,0.95,1,1,1,0.96,1.1,1,0.99,0.99,1,1,1,1,1,1
"SPO3714",1.2,1,1.1,0.99,1,1.1,1.1,1,0.97,1.1,1,1,1,1.1,0.98,1
"SPO3715",1.1,1,1,1,1.1,1,0.94,1,1.1,0.98,0.93,0.96,1.1,1,0.98,1
"SPO3716",1,0.93,0.94,0.97,1,0.96,0.88,0.94,1,0.92,0.96,0.85,1,0.94,0.88,0.91
"SPO3717",1.1,1,1,0.88,0.99,1,0.96,0.95,1,0.98,1,0.97,0.93,1,0.98,0.98
"SPO3718",1.2,1,1,0.96,1,1.1,0.97,1,1,0.99,1,0.98,1.1,0.97,0.91,0.97
"SPO3719",0.93,0.83,0.84,0.79,0.86,0.8,0.8,0.86,0.74,0.85,0.92,0.85,0.79,0.85,0.81,0.88
"SPO3720",1,1,1,0.96,1,1,1,1,1,1,1,1,1,1.1,1,1
"SPO3721",1.1,1,0.98,0.94,1,0.99,1,0.96,1.1,1,1,1,1.1,1,1,1
"SPO3722",1,1,0.99,0.98,0.95,1,0.99,1,0.99,1,0.99,1,1,1,1,1
"SPO3723",0.93,0.96,0.98,0.95,1,0.99,0.9,0.91,0.93,0.93,0.9,0.92,0.92,0.94,0.97,0.97
"SPO3724",0.81,1,1.1,0.99,0.86,0.9,0.93,0.96,0.85,0.96,0.91,0.93,0.97,0.83,0.92,1
"SPO3725",0.77,0.92,1,1,1.1,0.89,1.2,0.92,0.91,0.88,1.1,1,0.9,1,1.1,0.97
"SPO3726",1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,1.1,1.1,1.1
"SPO3727",1.1,1.1,1.1,1.1,1,1.1,1.1,1,1,1,1,1,0.99,1,1,1
"SPO3728",1,1,1.1,1.1,0.99,1,1,1,1,1,1,1,0.99,1,1,1
"SPO3729",1,1,1,1,0.98,1,0.99,0.99,0.99,1,1,1,0.98,0.98,1,1
"SPO3730",1.1,1.1,1.1,1.1,1.1,1.1,1,0.96,1.1,1,1,1,1.1,1.1,1,1
"SPO3731",1.1,1,1.1,1.1,0.94,1,1.1,1.1,1,1,1.1,1,1,1,1.1,1
"SPO3732",0.93,0.99,0.97,0.93,1,0.94,1,1,1,0.99,0.98,0.98,0.99,1,0.99,1
"SPO3733",1.1,1.1,0.99,1,1,1,0.99,0.96,0.95,1,1.1,1,1.1,1,1.1,0.92
"SPO3734",0.94,0.86,0.96,1,0.92,0.95,1,0.89,1,0.94,1,0.94,0.99,0.95,0.94,0.95
"SPO3735",0.97,0.96,1,0.97,0.94,1.1,0.96,1,1,1,0.99,0.96,1,1,1,0.97
"SPO3736",1,1,1,0.91,1.1,0.98,1,0.98,0.94,0.97,1,0.94,1.1,0.97,0.94,1.1
"SPO3737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3738",1.1,0.87,1,0.85,0.93,0.66,0.86,0.81,1,0.84,0.74,0.81,1.1,0.91,0.88,0.84
"SPO3739",1,0.99,1,0.99,0.98,1,1,1,0.97,1,1,1,0.99,1.1,1,0.97
"SPO3740",0.98,0.97,1,1,1,0.99,0.98,0.92,0.95,0.99,0.99,1,1,0.95,0.94,0.98
"SPO3741",1,0.95,1,0.99,1,0.97,1,0.98,0.97,1,1,0.96,1,0.99,1,1
"SPO3742",0.97,0.91,0.95,0.95,0.96,0.87,0.99,0.95,1,0.92,0.98,0.96,1,0.94,0.93,0.96
"SPO3743",0.95,1,0.94,0.97,0.85,1,1,0.93,0.96,0.94,0.9,0.94,0.99,1,0.97,0.92
"SPO3744",0,0.51,0.91,0,0.88,0,0.9,0.93,0,0.55,0.55,0.63,0,0.64,0.47,0.64
"SPO3745",NA,NA,NA,NA,NA,NA,NA,1.1,NA,1,NA,1.1,NA,NA,1.1,1.2
"SPO3746",1.5,1.3,0.97,1,1.4,1.2,0.76,0.84,1.5,1.2,1,0.87,1.3,1.2,0.75,0.85
"SPO3747",0.81,0.92,0.95,1,0.9,1.1,1,0.93,0.94,0.98,0.97,0.9,0.95,1,0.95,0.97
"SPO3748",0.98,0.92,1.1,1,0.94,0.91,1.1,1,0.99,0.96,1,1.1,0.97,0.92,1.1,0.99
"SPO3749",1.1,1,0.97,1.1,1,0.97,1,0.94,1,1,0.99,0.98,1,0.96,1,1
"SPO3750",0.86,0.96,0.97,0.97,0.96,1,0.95,0.97,0.97,0.97,0.97,0.91,0.94,1,0.94,0.97
"SPO3751",0.92,0.93,0.93,0.97,0.92,0.98,0.92,0.99,0.92,0.93,0.95,0.97,0.95,1,0.98,1
"SPO3752",0.97,0.89,1,0.99,1,0.94,1,1,1,0.95,1.1,1,0.98,0.99,0.99,1.1
"SPO3753",0.87,0.98,0.9,0.95,0.99,0.99,0.99,1,0.99,1,0.98,1,0.96,0.96,1,0.99
"SPO3754",0.99,1.1,1,1,0.9,1,0.98,1,0.92,1,0.99,1.1,0.97,0.99,1.1,1.1
"SPO3755",0,0.48,NA,1.1,0.67,1,0.78,1.1,1.2,0.79,0.89,0.43,0,0.47,0.92,0.63
"SPO3756",0.9,1,1,1.1,0.93,0.99,1,1,0.98,0.93,1,0.98,0.97,0.98,1,1
"SPO3757",0.98,0.99,1,0.97,1,0.99,1,0.95,1,0.95,1,0.93,1,1,1,0.99
"SPO3758",1.1,1.1,0.97,1,1,1.1,1.1,1,1.1,1,0.98,0.97,1.1,1,1.1,1
"SPO3759",0.97,1,1,1,0.9,0.96,0.99,0.97,1,1,1.1,0.98,1,1,1,1
"SPO3760",1,1,0.94,0.92,0.95,0.98,0.98,0.94,1,1,0.95,0.96,0.94,0.96,0.92,0.97
"SPO3761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3762",1.1,1,1.1,1,1,1,1,0.93,1,0.98,1,1,1,1,1,1
"SPO3763",1,0.91,0.97,0.96,1,0.95,0.93,0.97,1.1,0.94,0.96,0.9,1,0.86,0.9,1
"SPO3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3765",1.1,1,0.96,1,1,0.94,0.95,0.92,0.96,1,1,1,0.91,0.99,0.98,1
"SPO3766",0.87,0.78,0.86,0.93,1,0.8,0.91,0.97,0.9,0.89,0.94,0.95,0.96,0.83,0.9,1
"SPO3767",0.96,1,1,1,0.9,0.98,1,0.97,0.91,1,0.99,0.99,0.9,1,0.98,1
"SPO3768",0.19,0.19,0.2,0.24,0.41,0.35,0.4,0.43,0.4,0.35,0.21,0.37,0.31,0.42,0.35,0.37
"SPO3769",0.1,0.17,0.26,0.19,0.57,0.5,0.55,0.62,0.48,0.3,0.23,0.41,0.59,0.11,0.39,0.45
"SPO3770",0.093,0.21,0.14,0.19,0.39,0.53,0.51,0.46,0.29,0.44,0.23,0.41,0.44,0.5,0.49,0.49
"SPO3771",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"SPO3772",1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
"SPO3774",0.98,0.97,1,1,0.96,0.98,1,0.96,0.95,0.97,0.98,0.98,0.97,0.97,1,0.98
"SPO3775",1,1,1,0.98,1,1,0.95,0.98,1,1,0.98,1,1,1,0.99,1
"SPO3776",1,1,0.98,0.98,1,1,0.96,0.95,0.97,1,0.99,0.95,1,1,0.98,0.96
"SPO3777",0.92,1,0.99,1,1,0.98,1,1,0.97,0.97,0.99,1,0.99,1,0.94,1
"SPO3778",0.95,0.97,0.97,0.98,0.98,0.96,0.99,1,0.96,0.97,1,0.98,0.94,0.99,0.96,0.95
"SPO3779",0.96,1.1,0.91,0.95,0.96,1,0.94,1,0.92,0.99,0.93,0.95,0.9,1,0.94,0.98
"SPO3780",1,1,0.9,0.94,1.2,0.98,0.93,1,0.99,1.1,0.91,1.1,0.96,1,0.86,1
"SPO3781",0.86,1,1.1,1,0.94,1,0.97,1,0.93,1,0.91,1.1,1,0.99,0.98,0.88
"SPO3782",0.94,0.96,0.92,1,1.1,0.92,0.95,0.96,1,1,0.97,1,1,1.1,1,0.94
"SPO3783",0.98,0.98,0.94,1,0.94,0.93,0.96,0.98,0.99,0.94,0.91,0.95,0.98,0.89,0.92,0.95
"SPO3784",0.93,0.99,0.96,1,0.98,0.96,0.96,1,0.95,0.96,0.99,1,0.93,0.87,1,1
"SPO3785",0.92,1,0.97,0.92,1,0.91,0.92,0.98,1,0.98,0.97,0.94,0.98,0.97,0.85,0.95
"SPO3786",0.97,0.98,0.92,1,1,1,0.94,0.98,1,1,0.96,0.98,1.1,0.91,0.92,0.95
"SPO3787",0.98,1,0.98,0.98,0.97,0.99,0.95,1,0.97,0.98,1,0.99,0.95,1,0.95,0.97
"SPO3788",1,1.1,1,0.98,1,1,0.95,0.99,1,1.1,0.99,0.98,1,1,0.98,0.97
"SPO3789",1.2,0.97,0.97,1.1,1.1,1,0.95,1,0.98,1,1,1,0.89,1,1,1
"SPO3790",0.99,0.96,1,0.96,0.99,0.94,1,0.98,1,0.97,1,1,0.92,0.92,1,0.92
"SPO3791",0.99,0.97,0.92,0.91,0.96,0.99,1,0.91,0.87,0.94,0.95,1,0.87,0.99,0.94,0.9
"SPO3792",1,1,0.95,0.9,0.95,1,0.95,0.99,0.99,0.97,0.94,1,1,0.94,0.94,1
"SPO3793",0.9,1,0.98,0.97,0.94,1.1,0.99,0.99,0.95,1,1,1,0.97,1,0.95,0.94
"SPO3794",1.1,1,1.1,1.2,1,1,0.88,1,1.1,1,1.1,1,1.1,0.9,1.1,1.1
"SPO3795",0.98,1,1,1,1,1,1,1,1,1.1,1.1,1,0.99,1.1,1,1
"SPO3802",0.8,0.92,0.89,1,0.96,0.94,0.97,1,1,0.91,0.96,0.97,0.97,0.94,0.92,0.95
"SPO3803",1,0.94,0.91,0.99,1,0.95,0.9,0.94,1,0.97,0.96,0.97,1,0.96,0.92,0.96
"SPO3804",1.1,1.1,1.1,1,1.1,1,1,1,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1
"SPO3805",1.2,1.1,1.1,1.1,1.1,1,1.1,1.1,1,1,1.1,1,1.1,1.1,1.1,1.1
"SPO3806",0.78,0.67,0.64,0.72,0.95,0.73,0.88,0.88,0.82,0.84,0.73,0.86,0.85,0.96,0.85,0.97
"SPO3807",0.99,1.1,0.95,1,0.96,0.98,0.87,1,0.95,0.96,0.94,1,1,0.83,0.94,1.1
"SPO3808",0.96,0.91,0.87,0.96,0.98,0.95,0.85,0.95,1,0.91,0.91,1,1.1,0.94,0.96,0.96
"SPO3809",0.98,0.96,0.95,0.89,0.94,1,0.96,0.92,0.85,0.92,0.87,0.97,1,0.91,0.98,0.96
"SPO3810",0,0.15,0,0.032,0.44,0.3,0.36,0.31,0.31,0.3,0.37,0.23,0.62,0.2,0.11,0.39
"SPO3811",1.1,1.1,1,0.99,0.98,1,1,1,1,1,0.99,1,0.98,0.97,0.94,1
"SPO3812",0.7,0.78,0.76,0.63,0.93,0.87,0.89,0.84,0.89,0.86,0.86,0.84,0.89,0.91,0.86,0.83
"SPO3813",1,0.94,0.92,1,0.99,1,0.95,1,1,0.97,0.96,1,0.97,0.96,0.97,0.99
"SPO3814",0.98,0.97,1,1,1.1,1,1,1,0.98,1,1,1,0.95,1,0.99,0.96
"SPO3815",1,1,1,1,1,0.99,0.98,1,1,0.98,0.98,1,1,1,0.99,1
"SPO3816",0.95,1,1,1,1,1,1,0.93,1,1,1,1,1,0.99,0.97,0.92
"SPO3817",0.73,0.96,0.71,1.2,0.76,0.93,0.81,0.78,0.86,0.98,0.85,0.96,0.82,0,0.87,0.68
"SPO3818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3819",0.88,0.99,0.92,0.96,0.86,0.99,0.96,0.91,0.9,1,0.92,0.96,0.99,0.98,0.98,0.94
"SPO3820",1,1,1,0.98,1,1,1,1,0.98,1,1,1,0.97,1,1,1
"SPO3821",1,1,1.1,1.1,1,1,1.1,1,1,1,1,1,1,1.1,1,1.1
"SPO3822",1,1.1,1,1,1,1,1,0.96,1,1,1,1,1,1.1,1,0.98
"SPO3824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO3827",1.1,0.93,0.95,1,1.1,1,0.98,1,1.1,0.97,0.94,1,1.1,0.87,1,1
"SPO3828",1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1
